Kod,S,Saat,Home,Away,1,0,2,Altı,Üstü
127,F,21:00,LORIENT,MONTPELLIER,2.10,2.90,2.60,1.65,1.70
128,F,21:00,ST ETIENNE,MONACO,2.30,2.70,2.50,1.45,1.95
558,F,21:00,NANCY,CAEN,1.90,2.90,3.00,1.45,1.95
129,F,21:45,BARCELONA,GRANADA (h),1.65,4.50,2.65,,
130,F,12:30,İSTANBUL BAŞAKŞEHİR,AKHİSAR BLD.G.SPOR,1.55,3.20,4.00,1.60,1.75
131,F,13:00,EIBAR,VILLARREAL,2.60,2.90,2.10,1.55,1.80
132,F,15:00,TRABZONSPOR,RİZESPOR,1.60,3.30,3.70,1.70,1.65
133,F,15:30,EVERTON,WEST HAM,1.60,3.30,3.60,1.95,1.45
134,F,16:00,NICE,NANTES,1.65,3.20,3.60,1.70,1.65
135,F,16:30,HOFFENHEIM,HERTHA BERLİN,1.90,3.20,2.80,1.80,1.55
136,F,17:15,ATHLETIC BILBAO,OSASUNA,1.20,4.30,8.00,1.80,1.55
137,F,18:00,SOUTHAMPTON,CHELSEA,2.80,3.20,1.90,1.70,1.65
138,F,18:00,RENNES,METZ,1.45,3.40,4.60,1.65,1.70
139,F,18:00,FENERBAHÇE,KARABÜKSPOR,1.15,4.75,8.00,1.95,1.45
140,F,18:30,KÖLN,HAMBURG,1.45,3.40,4.60,1.65,1.70
141,F,19:30,REAL BETIS,ESPANYOL,2.00,2.90,2.80,1.55,1.80
142,F,21:45,MARSİLYA,BORDEAUX,1.85,3.10,3.00,1.60,1.75
143,F,21:45,LAS PALMAS,CELTA VIGO,2.10,2.90,2.60,1.70,1.65
144,F,19:00,KASIMPAŞA,ALANYASPOR,1.60,3.30,3.60,1.70,1.65
145,F,19:00,KAYSERİSPOR,ANTALYASPOR,1.60,3.30,3.60,1.70,1.65
146,F,21:45,D.LA CORUNA,VALENCIA,2.50,2.90,2.20,1.70,1.65
147,F,22:00,STOKE,SWANSEA,1.75,3.20,3.20,1.80,1.55
